"ID"	"adj.P.Val"	"P.Value"	"F"	"Gene.symbol"	"Gene.title"
"ILMN_3294339"	"0.995"	"0.089767"	"2.14681"	""	""
"ILMN_2365528"	"0.995"	"0.089813"	"2.14644"	"HAUS8"	"HAUS augmin like complex subunit 8"
"ILMN_1683687"	"0.995"	"0.08983"	"2.1463"	"C1R"	"complement C1r subcomponent"
"ILMN_1685873"	"0.995"	"0.089832"	"2.14629"	"ZC3H7B"	"zinc finger CCCH-type containing 7B"
"ILMN_2145470"	"0.995"	"0.089874"	"2.14596"	"TTTY16"	"testis-specific transcript, Y-linked 16 (non-protein coding)"
"ILMN_1735438"	"0.995"	"0.089933"	"2.14549"	"GPM6B"	"glycoprotein M6B"
"ILMN_1789639"	"0.995"	"0.089956"	"2.14531"	"FMOD"	"fibromodulin"
"ILMN_2117845"	"0.995"	"0.089969"	"2.1452"	""	""
"ILMN_1811786"	"0.995"	"0.089975"	"2.14516"	"CCDC102B"	"coiled-coil domain containing 102B"
"ILMN_2358980"	"0.995"	"0.089983"	"2.1451"	"ILK"	"integrin linked kinase"
"ILMN_1746857"	"0.995"	"0.08999"	"2.14504"	""	""
"ILMN_2225709"	"0.995"	"0.089997"	"2.14499"	"PTCD1"	"pentatricopeptide repeat domain 1"
"ILMN_2412172"	"0.995"	"0.090004"	"2.14493"	"APOBEC3F"	"apolipoprotein B mRNA editing enzyme catalytic subunit 3F"
"ILMN_1788784"	"0.995"	"0.090047"	"2.14459"	""	""
"ILMN_1748779"	"0.995"	"0.090073"	"2.14438"	"SLC4A10"	"solute carrier family 4 member 10"
"ILMN_1786892"	"0.995"	"0.090098"	"2.14419"	""	""
"ILMN_1723774"	"0.995"	"0.090102"	"2.14415"	"LOC643201"	"centrosomal protein 192kDa pseudogene"
"ILMN_1696469"	"0.995"	"0.090118"	"2.14402"	""	""
"ILMN_1882348"	"0.995"	"0.090156"	"2.14372"	""	""
"ILMN_1680434"	"0.995"	"0.090162"	"2.14367"	"MAPK8IP1"	"mitogen-activated protein kinase 8 interacting protein 1"
"ILMN_1657750"	"0.995"	"0.090175"	"2.14357"	"CNNM1"	"cyclin and CBS domain divalent metal cation transport mediator 1"
"ILMN_1804929"	"0.995"	"0.090182"	"2.14352"	"OXTR"	"oxytocin receptor"
"ILMN_2169025"	"0.995"	"0.090188"	"2.14347"	"JOSD2"	"Josephin domain containing 2"
"ILMN_1704332"	"0.995"	"0.0902"	"2.14337"	""	""
"ILMN_2123665"	"0.995"	"0.090204"	"2.14335"	"SBF2"	"SET binding factor 2"
"ILMN_3248676"	"0.995"	"0.090217"	"2.14324"	"CBWD3"	"COBW domain containing 3"
"ILMN_1745900"	"0.995"	"0.090259"	"2.14291"	""	""
"ILMN_3309849"	"0.995"	"0.090306"	"2.14254"	"MIR140"	"microRNA 140"
"ILMN_3287033"	"0.995"	"0.090388"	"2.14189"	""	""
"ILMN_3277905"	"0.995"	"0.090416"	"2.14167"	""	""
"ILMN_1703049"	"0.995"	"0.09042"	"2.14164"	"AKAP7"	"A-kinase anchoring protein 7"
"ILMN_1767322"	"0.995"	"0.09043"	"2.14156"	"EDAR"	"ectodysplasin A receptor"
"ILMN_1751911"	"0.995"	"0.090441"	"2.14148"	"MESP2"	"mesoderm posterior bHLH transcription factor 2"
"ILMN_1676941"	"0.995"	"0.090523"	"2.14083"	""	""
"ILMN_1675429"	"0.995"	"0.09053"	"2.14077"	"SMURF2"	"SMAD specific E3 ubiquitin protein ligase 2"
"ILMN_2100689"	"0.995"	"0.090559"	"2.14055"	"MAP2K4"	"mitogen-activated protein kinase kinase 4"
"ILMN_1768617"	"0.995"	"0.090616"	"2.14009"	""	""
"ILMN_1803291"	"0.995"	"0.090618"	"2.14008"	"OR4C45"	"olfactory receptor family 4 subfamily C member 45"
"ILMN_1816391"	"0.995"	"0.090625"	"2.14003"	""	""
"ILMN_1890741"	"0.995"	"0.090625"	"2.14002"	""	""
"ILMN_1737833"	"0.995"	"0.090627"	"2.14001"	"ATN1"	"atrophin 1"
"ILMN_1753312"	"0.995"	"0.090643"	"2.13989"	"PLXDC2"	"plexin domain containing 2"
"ILMN_1888165"	"0.995"	"0.090668"	"2.13969"	""	""
"ILMN_1872488"	"0.995"	"0.090684"	"2.13957"	"FER1L4"	"fer-1 like family member 4, pseudogene"
"ILMN_3249449"	"0.995"	"0.090696"	"2.13947"	"LOC729737"	"uncharacterized LOC729737"
"ILMN_1690546"	"0.995"	"0.090727"	"2.13922"	"PPP3CC"	"protein phosphatase 3 catalytic subunit gamma"
"ILMN_1699384"	"0.995"	"0.090736"	"2.13915"	"PPP2R5D"	"protein phosphatase 2 regulatory subunit B'delta"
"ILMN_1747824"	"0.995"	"0.090756"	"2.139"	"ZNF85"	"zinc finger protein 85"
"ILMN_1761312"	"0.995"	"0.090775"	"2.13885"	"CRHBP"	"corticotropin releasing hormone binding protein"
"ILMN_2272074"	"0.995"	"0.090806"	"2.1386"	"TROVE2"	"TROVE domain family member 2"
"ILMN_1695694"	"0.995"	"0.090847"	"2.13828"	""	""
"ILMN_3238928"	"0.995"	"0.090863"	"2.13816"	""	""
"ILMN_1664136"	"0.995"	"0.090871"	"2.13809"	""	""
"ILMN_3235588"	"0.995"	"0.090897"	"2.13789"	"RAD21L1"	"RAD21 cohesin complex component like 1"
"ILMN_1851540"	"0.995"	"0.09093"	"2.13763"	"FGF12"	"fibroblast growth factor 12"
"ILMN_2325574"	"0.995"	"0.090947"	"2.13749"	"CASC4"	"cancer susceptibility candidate 4"
"ILMN_1667928"	"0.995"	"0.090948"	"2.13749"	"BRDT"	"bromodomain testis associated"
"ILMN_1759521"	"0.995"	"0.090966"	"2.13735"	"OR1E1"	"olfactory receptor family 1 subfamily E member 1"
"ILMN_1674386"	"0.995"	"0.091"	"2.13708"	"PITX1"	"paired like homeodomain 1"
"ILMN_1653039"	"0.995"	"0.091021"	"2.13692"	""	""
"ILMN_1693843"	"0.995"	"0.091023"	"2.1369"	""	""
"ILMN_1721895"	"0.995"	"0.091028"	"2.13686"	""	""
"ILMN_1695579"	"0.995"	"0.091033"	"2.13682"	"CIT"	"citron rho-interacting serine/threonine kinase"
"ILMN_1726516"	"0.995"	"0.091063"	"2.13659"	"SCRIB"	"scribbled planar cell polarity protein"
"ILMN_3247197"	"0.995"	"0.091066"	"2.13657"	""	""
"ILMN_1740441"	"0.995"	"0.091067"	"2.13656"	"CYB5R3"	"cytochrome b5 reductase 3"
"ILMN_3223197"	"0.995"	"0.091129"	"2.13607"	""	""
"ILMN_1785635"	"0.995"	"0.091145"	"2.13595"	"BRD3"	"bromodomain containing 3"
"ILMN_3245006"	"0.995"	"0.091147"	"2.13593"	"CCDC184"	"coiled-coil domain containing 184"
"ILMN_2183610"	"0.995"	"0.091157"	"2.13585"	"SERAC1"	"serine active site containing 1"
"ILMN_1784785"	"0.995"	"0.091183"	"2.13565"	"COPS7B"	"COP9 signalosome subunit 7B"
"ILMN_1856851"	"0.995"	"0.091218"	"2.13538"	""	""
"ILMN_3307911"	"0.995"	"0.091309"	"2.13466"	""	""
"ILMN_1776389"	"0.995"	"0.09131"	"2.13466"	""	""
"ILMN_1778767"	"0.995"	"0.091352"	"2.13433"	""	""
"ILMN_1784946"	"0.995"	"0.09136"	"2.13427"	"ORC3"	"origin recognition complex subunit 3"
"ILMN_2208158"	"0.995"	"0.09139"	"2.13404"	"GTF2IP1"	"general transcription factor IIi pseudogene 1"
"ILMN_1748881"	"0.995"	"0.091406"	"2.13391"	"MRAS"	"muscle RAS oncogene homolog"
"ILMN_2127722"	"0.995"	"0.091437"	"2.13366"	"FAM174A"	"family with sequence similarity 174 member A"
"ILMN_1765686"	"0.995"	"0.091452"	"2.13355"	""	""
"ILMN_1767929"	"0.995"	"0.091496"	"2.13321"	""	""
"ILMN_3246042"	"0.995"	"0.091501"	"2.13317"	""	""
"ILMN_1752343"	"0.995"	"0.091525"	"2.13298"	"FAM13C"	"family with sequence similarity 13 member C"
"ILMN_3276150"	"0.995"	"0.09155"	"2.13279"	""	""
"ILMN_3300991"	"0.995"	"0.09155"	"2.13279"	""	""
"ILMN_1699585"	"0.995"	"0.091627"	"2.13219"	"BHLHE22"	"basic helix-loop-helix family member e22"
"ILMN_1774493"	"0.995"	"0.091671"	"2.13185"	"KLC2"	"kinesin light chain 2"
"ILMN_1708516"	"0.995"	"0.091689"	"2.1317"	"PRTFDC1"	"phosphoribosyl transferase domain containing 1"
"ILMN_1720442"	"0.995"	"0.091709"	"2.13155"	"NCBP2"	"nuclear cap binding protein subunit 2"
"ILMN_1724427"	"0.995"	"0.091728"	"2.1314"	"OR6N2"	"olfactory receptor family 6 subfamily N member 2"
"ILMN_3240586"	"0.995"	"0.091746"	"2.13126"	"PLD6"	"phospholipase D family member 6"
"ILMN_1717035"	"0.995"	"0.091754"	"2.1312"	""	""
"ILMN_1765255"	"0.995"	"0.091762"	"2.13113"	"CDH26"	"cadherin 26"
"ILMN_1785574"	"0.995"	"0.09178"	"2.131"	"HTRA2"	"HtrA serine peptidase 2"
"ILMN_2125562"	"0.995"	"0.09178"	"2.131"	"MOB1A"	"MOB kinase activator 1A"
"ILMN_3243366"	"0.995"	"0.091796"	"2.13087"	"KIAA1211L"	"KIAA1211 like"
"ILMN_1814311"	"0.995"	"0.091798"	"2.13086"	""	""
"ILMN_1748651"	"0.995"	"0.091845"	"2.13049"	"PSMB3"	"proteasome subunit beta 3"
"ILMN_1662351"	"0.995"	"0.091859"	"2.13038"	"PLA2G4D"	"phospholipase A2 group IVD"
"ILMN_1769451"	"0.995"	"0.091873"	"2.13027"	"ILVBL"	"ilvB acetolactate synthase like"
"ILMN_1680339"	"0.995"	"0.091886"	"2.13017"	"PDGFRL"	"platelet derived growth factor receptor like"
"ILMN_1688240"	"0.995"	"0.091918"	"2.12992"	"PHOSPHO1"	"phosphoethanolamine/phosphocholine phosphatase"
"ILMN_1757272"	"0.995"	"0.091927"	"2.12985"	"THAP1"	"THAP domain containing 1"
"ILMN_1752144"	"0.995"	"0.091934"	"2.1298"	""	""
"ILMN_1814206"	"0.995"	"0.091957"	"2.12962"	"HTR1B"	"5-hydroxytryptamine receptor 1B"
"ILMN_1843068"	"0.995"	"0.091975"	"2.12948"	""	""
"ILMN_3237177"	"0.995"	"0.09199"	"2.12937"	"FAM175A"	"family with sequence similarity 175 member A"
"ILMN_1754187"	"0.995"	"0.091999"	"2.1293"	"DMRTB1"	"DMRT like family B with proline rich C-terminal 1"
"ILMN_2207988"	"0.995"	"0.092002"	"2.12928"	"SERPINI1"	"serpin family I member 1"
"ILMN_1676759"	"0.995"	"0.092005"	"2.12925"	"DDX27"	"DEAD-box helicase 27"
"ILMN_1764619"	"0.995"	"0.092033"	"2.12903"	""	""
"ILMN_1660549"	"0.995"	"0.092054"	"2.12887"	"WLS"	"wntless Wnt ligand secretion mediator"
"ILMN_1667405"	"0.995"	"0.092055"	"2.12887"	"ARHGEF39"	"Rho guanine nucleotide exchange factor 39"
"ILMN_1669633"	"0.995"	"0.092067"	"2.12877"	"ACP1"	"acid phosphatase 1, soluble"
"ILMN_1671911"	"0.995"	"0.092106"	"2.12847"	"MTA1"	"metastasis associated 1"
"ILMN_3306997"	"0.995"	"0.09211"	"2.12844"	"METTL1"	"methyltransferase like 1"
"ILMN_1783535"	"0.995"	"0.092112"	"2.12843"	""	""
"ILMN_1667650"	"0.995"	"0.09212"	"2.12836"	""	""
"ILMN_1699790"	"0.995"	"0.092195"	"2.12778"	""	""
"ILMN_2129545"	"0.995"	"0.092205"	"2.1277"	"GNB4"	"G protein subunit beta 4"
"ILMN_1675936"	"0.995"	"0.092225"	"2.12755"	"HIGD1B"	"HIG1 hypoxia inducible domain family member 1B"
"ILMN_1700024"	"0.995"	"0.092226"	"2.12754"	"UST"	"uronyl 2-sulfotransferase"
"ILMN_2119486"	"0.995"	"0.092299"	"2.12698"	"DMTF1"	"cyclin D binding myb like transcription factor 1"
"ILMN_1804316"	"0.995"	"0.092333"	"2.12672"	"TCAP"	"titin-cap"
"ILMN_1686478"	"0.995"	"0.092365"	"2.12647"	"HIST1H2AG"	"histone cluster 1, H2ag"
"ILMN_1675377"	"0.995"	"0.0924"	"2.1262"	"ZSCAN2"	"zinc finger and SCAN domain containing 2"
"ILMN_1681983"	"0.995"	"0.092407"	"2.12614"	"RSPO3"	"R-spondin 3"
"ILMN_1758066"	"0.995"	"0.092408"	"2.12614"	""	""
"ILMN_3244358"	"0.995"	"0.092462"	"2.12572"	"MYT1L-AS1"	"MYT1L antisense RNA 1"
"ILMN_1782558"	"0.995"	"0.092464"	"2.1257"	"XG"	"Xg blood group"
"ILMN_3226641"	"0.995"	"0.092468"	"2.12567"	"PLA2G16"	"phospholipase A2 group XVI"
"ILMN_1894521"	"0.995"	"0.092536"	"2.12515"	"LOC105373185"	"uncharacterized LOC105373185"
"ILMN_1908780"	"0.995"	"0.092542"	"2.1251"	""	""
"ILMN_1723847"	"0.995"	"0.09255"	"2.12504"	"CILP"	"cartilage intermediate layer protein"
"ILMN_1836870"	"0.995"	"0.092553"	"2.12502"	""	""
"ILMN_2302983"	"0.995"	"0.092612"	"2.12456"	"TRPM3"	"transient receptor potential cation channel subfamily M member 3"
"ILMN_1772910"	"0.995"	"0.092689"	"2.12397"	"GAS1"	"growth arrest specific 1"
"ILMN_1671929"	"0.995"	"0.092715"	"2.12377"	"GPR52"	"G protein-coupled receptor 52"
"ILMN_1892766"	"0.995"	"0.092728"	"2.12367"	""	""
"ILMN_1809491"	"0.995"	"0.092743"	"2.12356"	"CCDC144NL"	"coiled-coil domain containing 144 family, N-terminal like"
"ILMN_1676632"	"0.995"	"0.092773"	"2.12333"	"DISC1"	"disrupted in schizophrenia 1"
"ILMN_2361862"	"0.995"	"0.09279"	"2.12319"	"VLDLR"	"very low density lipoprotein receptor"
"ILMN_1881005"	"0.995"	"0.092839"	"2.12282"	""	""
"ILMN_1699139"	"0.995"	"0.092866"	"2.12261"	"CYP19A1"	"cytochrome P450 family 19 subfamily A member 1"
"ILMN_1773201"	"0.995"	"0.092901"	"2.12234"	""	""
"ILMN_2284804"	"0.995"	"0.092952"	"2.12196"	""	""
"ILMN_2358382"	"0.995"	"0.09296"	"2.12189"	"ZFYVE1"	"zinc finger FYVE-type containing 1"
"ILMN_1683475"	"0.995"	"0.092973"	"2.12179"	"TOMM40"	"translocase of outer mitochondrial membrane 40"
"ILMN_2339825"	"0.995"	"0.092988"	"2.12168"	""	""
"ILMN_2072091"	"0.995"	"0.093034"	"2.12133"	"HNRNPUL2"	"heterogeneous nuclear ribonucleoprotein U like 2"
"ILMN_2191331"	"0.995"	"0.093117"	"2.12069"	"RPS4Y2"	"ribosomal protein S4, Y-linked 2"
"ILMN_1900371"	"0.995"	"0.093126"	"2.12062"	""	""
"ILMN_3291778"	"0.995"	"0.093129"	"2.1206"	""	""
"ILMN_1746465"	"0.995"	"0.093149"	"2.12044"	"FJX1"	"four jointed box 1"
"ILMN_1808462"	"0.995"	"0.093192"	"2.12012"	""	""
"ILMN_1680150"	"0.995"	"0.093273"	"2.1195"	"MTERF2"	"mitochondrial transcription termination factor 2"
"ILMN_1808066"	"0.995"	"0.093317"	"2.11916"	"RASSF1"	"Ras association domain family member 1"
"ILMN_3245084"	"0.995"	"0.0934"	"2.11853"	""	""
"ILMN_2358714"	"0.995"	"0.093404"	"2.1185"	"ABCC11"	"ATP binding cassette subfamily C member 11"
"ILMN_1793919"	"0.995"	"0.093443"	"2.1182"	"KCNT2"	"potassium sodium-activated channel subfamily T member 2"
"ILMN_1802928"	"0.995"	"0.093461"	"2.11806"	""	""
"ILMN_1663497"	"0.995"	"0.093467"	"2.11801"	"MXI1"	"MAX interactor 1, dimerization protein"
"ILMN_3194508"	"0.995"	"0.093482"	"2.1179"	"ASAP2"	"ArfGAP with SH3 domain, ankyrin repeat and PH domain 2"
"ILMN_1809623"	"0.995"	"0.093488"	"2.11785"	""	""
"ILMN_3310678"	"0.995"	"0.093515"	"2.11765"	"MIR613"	"microRNA 613"
"ILMN_1768127"	"0.995"	"0.093596"	"2.11704"	"EBNA1BP2"	"EBNA1 binding protein 2"
"ILMN_3241056"	"0.995"	"0.093647"	"2.11665"	""	""
"ILMN_1713129"	"0.995"	"0.093677"	"2.11641"	"TTF1"	"transcription termination factor 1"
"ILMN_1746375"	"0.995"	"0.093704"	"2.11621"	""	""
"ILMN_1661843"	"0.995"	"0.093708"	"2.11618"	""	""
"ILMN_1759910"	"0.995"	"0.093708"	"2.11618"	"SERPINA5"	"serpin family A member 5"
"ILMN_3299326"	"0.995"	"0.093787"	"2.11558"	""	""
"ILMN_1784737"	"0.995"	"0.093816"	"2.11536"	"S1PR4"	"sphingosine-1-phosphate receptor 4"
"ILMN_1764030"	"0.995"	"0.093854"	"2.11507"	"CCL23"	"C-C motif chemokine ligand 23"
"ILMN_1758128"	"0.995"	"0.093859"	"2.11503"	"CYGB"	"cytoglobin"
"ILMN_1779530"	"0.995"	"0.09386"	"2.11503"	"COG6"	"component of oligomeric golgi complex 6"
"ILMN_1667748"	"0.995"	"0.093866"	"2.11498"	"ANKRD33"	"ankyrin repeat domain 33"
"ILMN_1801032"	"0.995"	"0.093906"	"2.11468"	""	""
"ILMN_3305025"	"0.995"	"0.093967"	"2.11421"	""	""
"ILMN_1732760"	"0.995"	"0.093973"	"2.11417"	""	""
"ILMN_1730284"	"0.995"	"0.094033"	"2.11372"	"DSC1"	"desmocollin 1"
"ILMN_3281727"	"0.995"	"0.094033"	"2.11371"	""	""
"ILMN_1779061"	"0.995"	"0.094036"	"2.11369"	"ST6GALNAC3"	"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3"
"ILMN_1660114"	"0.995"	"0.09406"	"2.11351"	"MMRN1"	"multimerin 1"
"ILMN_3188132"	"0.995"	"0.094082"	"2.11334"	""	""
"ILMN_3207738"	"0.995"	"0.094084"	"2.11333"	""	""
"ILMN_3260337"	"0.995"	"0.094101"	"2.1132"	""	""
"ILMN_1791702"	"0.995"	"0.094118"	"2.11307"	"SMARCA2"	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2"
"ILMN_3309549"	"0.995"	"0.094141"	"2.1129"	"MIR206"	"microRNA 206"
"ILMN_3214579"	"0.995"	"0.094152"	"2.11281"	""	""
"ILMN_1768975"	"0.995"	"0.094164"	"2.11272"	"GLIPR1L1"	"GLI pathogenesis related 1 like 1"
"ILMN_3243921"	"0.995"	"0.094173"	"2.11266"	""	""
"ILMN_1768110"	"0.995"	"0.094197"	"2.11247"	"ZAK"	"sterile alpha motif and leucine zipper containing kinase AZK"
"ILMN_3307107"	"0.995"	"0.094201"	"2.11244"	""	""
"ILMN_3224830"	"0.995"	"0.094213"	"2.11235"	"ANKRD34C-AS1"	"ANKRD34C antisense RNA 1"
"ILMN_3246604"	"0.995"	"0.094235"	"2.11219"	"IPW"	"imprinted in Prader-Willi syndrome (non-protein coding)"
"ILMN_1778039"	"0.995"	"0.094241"	"2.11214"	"FAM9A"	"family with sequence similarity 9 member A"
"ILMN_3215206"	"0.995"	"0.094256"	"2.11203"	""	""
"ILMN_1881287"	"0.995"	"0.094304"	"2.11166"	""	""
"ILMN_1657656"	"0.995"	"0.094314"	"2.11159"	""	""
"ILMN_1705702"	"0.995"	"0.094315"	"2.11158"	""	""
"ILMN_1703840"	"0.995"	"0.094325"	"2.1115"	""	""
"ILMN_1651987"	"0.995"	"0.094339"	"2.1114"	"CCDC167"	"coiled-coil domain containing 167"
"ILMN_1694666"	"0.995"	"0.094371"	"2.11116"	"BCL2L15"	"BCL2 like 15"
"ILMN_1745946"	"0.995"	"0.094382"	"2.11107"	"HAUS1"	"HAUS augmin like complex subunit 1"
"ILMN_2094332"	"0.995"	"0.094417"	"2.11081"	""	""
"ILMN_2326273"	"0.995"	"0.094426"	"2.11074"	"CHI3L2"	"chitinase 3 like 2"
"ILMN_2368718"	"0.995"	"0.094452"	"2.11054"	"CENPM"	"centromere protein M"
"ILMN_1754145"	"0.995"	"0.094462"	"2.11047"	"CAPRIN1"	"cell cycle associated protein 1"
"ILMN_1802780"	"0.995"	"0.094469"	"2.11042"	"CD163L1"	"CD163 molecule like 1"
"ILMN_3254046"	"0.995"	"0.094476"	"2.11037"	""	""
"ILMN_1729497"	"0.995"	"0.094515"	"2.11007"	""	""
"ILMN_1716105"	"0.995"	"0.09452"	"2.11003"	"NLRP12"	"NLR family pyrin domain containing 12"
"ILMN_1790309"	"0.995"	"0.094528"	"2.10998"	"PINX1"	"PIN2/TERF1 interacting, telomerase inhibitor 1"
"ILMN_1807882"	"0.995"	"0.094535"	"2.10992"	""	""
"ILMN_3290353"	"0.995"	"0.094543"	"2.10986"	""	""
"ILMN_1733560"	"0.995"	"0.094592"	"2.10949"	"SPG21"	"spastic paraplegia 21 (autosomal recessive, Mast syndrome)"
"ILMN_1704682"	"0.995"	"0.094599"	"2.10944"	"APOL4"	"apolipoprotein L4"
"ILMN_1714884"	"0.995"	"0.094607"	"2.10938"	""	""
"ILMN_2300636"	"0.995"	"0.094644"	"2.1091"	""	""
"ILMN_1766658"	"0.995"	"0.094652"	"2.10904"	"PKMYT1"	"protein kinase, membrane associated tyrosine/threonine 1"
"ILMN_1671202"	"0.995"	"0.094682"	"2.10881"	""	""
"ILMN_1731206"	"0.995"	"0.094693"	"2.10873"	"NKD2"	"naked cuticle homolog 2"
"ILMN_1718268"	"0.995"	"0.094712"	"2.10859"	"GJB4"	"gap junction protein beta 4"
"ILMN_1763603"	"0.995"	"0.094716"	"2.10855"	"FAM177A1"	"family with sequence similarity 177 member A1"
"ILMN_3236344"	"0.995"	"0.09474"	"2.10838"	""	""
"ILMN_3280734"	"0.995"	"0.094755"	"2.10827"	"FAM226B"	"family with sequence similarity 226 member B (non-protein coding)"
"ILMN_2108735"	"0.995"	"0.094771"	"2.10815"	"EEF1A2"	"eukaryotic translation elongation factor 1 alpha 2"
"ILMN_1698191"	"0.995"	"0.094787"	"2.10802"	"SCML2"	"sex comb on midleg-like 2 (Drosophila)"
"ILMN_3232573"	"0.995"	"0.094797"	"2.10795"	"MSL3"	"male-specific lethal 3 homolog (Drosophila)"
"ILMN_1771061"	"0.995"	"0.094805"	"2.10789"	"BRD4"	"bromodomain containing 4"
"ILMN_3249603"	"0.995"	"0.094848"	"2.10756"	"NKAIN2"	"Na+/K+ transporting ATPase interacting 2"
"ILMN_1792165"	"0.995"	"0.094859"	"2.10748"	""	""
"ILMN_3240069"	"0.995"	"0.094871"	"2.10739"	"SCARNA4"	"small Cajal body-specific RNA 4"
"ILMN_2125590"	"0.995"	"0.094882"	"2.10731"	""	""
"ILMN_1765641"	"0.995"	"0.094886"	"2.10728"	"SEMA3A"	"semaphorin 3A"
"ILMN_1781870"	"0.995"	"0.095005"	"2.10638"	"RBM8A"	"RNA binding motif protein 8A"
"ILMN_3189113"	"0.995"	"0.095033"	"2.10617"	"SV2B"	"synaptic vesicle glycoprotein 2B"
"ILMN_1726210"	"0.995"	"0.095056"	"2.106"	"GPIHBP1"	"glycosylphosphatidylinositol anchored high density lipoprotein binding protein 1"
"ILMN_1738223"	"0.995"	"0.095086"	"2.10578"	""	""
"ILMN_2222930"	"0.995"	"0.095094"	"2.10572"	"SLC9C2"	"solute carrier family 9 member C2 (putative)"
"ILMN_3242152"	"0.995"	"0.095137"	"2.1054"	"LAMB2P1"	"laminin subunit beta 2 pseudogene 1"
"ILMN_2104356"	"0.995"	"0.095141"	"2.10537"	"COL1A2"	"collagen type I alpha 2 chain"
"ILMN_1700762"	"0.995"	"0.095161"	"2.10522"	"PBX4"	"PBX homeobox 4"
"ILMN_1712405"	"0.995"	"0.095182"	"2.10506"	""	""
"ILMN_1656291"	"0.995"	"0.095206"	"2.10488"	"TSKS"	"testis specific serine kinase substrate"
"ILMN_1750102"	"0.995"	"0.095231"	"2.1047"	"EME1"	"essential meiotic structure-specific endonuclease 1"
"ILMN_1781761"	"0.995"	"0.095262"	"2.10446"	"ENPP4"	"ectonucleotide pyrophosphatase/phosphodiesterase 4 (putative)"
"ILMN_1785570"	"0.995"	"0.095283"	"2.10431"	"SUSD3"	"sushi domain containing 3"
"ILMN_3281632"	"0.995"	"0.095295"	"2.10422"	""	""
"ILMN_1849726"	"0.995"	"0.095348"	"2.10382"	""	""
"ILMN_2189933"	"0.995"	"0.095357"	"2.10375"	"RPL36AL"	"ribosomal protein L36a like"
"ILMN_1679666"	"0.995"	"0.095359"	"2.10373"	"SCGB3A1"	"secretoglobin family 3A member 1"
"ILMN_1757411"	"0.995"	"0.095375"	"2.10362"	"TTLL9"	"tubulin tyrosine ligase like 9"
"ILMN_1725204"	"0.995"	"0.095377"	"2.1036"	""	""
"ILMN_1720113"	"0.995"	"0.095407"	"2.10338"	"PTPRO"	"protein tyrosine phosphatase, receptor type O"
"ILMN_3243139"	"0.995"	"0.095431"	"2.1032"	""	""
"ILMN_1715745"	"0.995"	"0.095445"	"2.1031"	"SLC25A53"	"solute carrier family 25 member 53"
"ILMN_1798288"	"0.995"	"0.095468"	"2.10292"	"MOB3C"	"MOB kinase activator 3C"
"ILMN_1700466"	"0.995"	"0.095474"	"2.10288"	"SPDYE8P"	"speedy/RINGO cell cycle regulator family member E8, pseudogene"
"ILMN_1764500"	"0.995"	"0.095482"	"2.10282"	"BRK1"	"BRICK1, SCAR/WAVE actin nucleating complex subunit"
"ILMN_1909183"	"0.995"	"0.09549"	"2.10276"	""	""
"ILMN_1779989"	"0.995"	"0.095519"	"2.10254"	"GLI1"	"GLI family zinc finger 1"
"ILMN_2411076"	"0.995"	"0.09554"	"2.10238"	"MATR3"	"matrin 3"
"ILMN_1911872"	"0.995"	"0.095698"	"2.10121"	""	""
"ILMN_3228094"	"0.995"	"0.095727"	"2.10099"	"GATSL2"	"GATS protein like 2"
"ILMN_1788213"	"0.995"	"0.095742"	"2.10088"	"FRAT2"	"frequently rearranged in advanced T-cell lymphomas 2"
"ILMN_1824898"	"0.995"	"0.095748"	"2.10084"	""	""
"ILMN_1811234"	"0.995"	"0.095774"	"2.10065"	"ROS1"	"ROS proto-oncogene 1, receptor tyrosine kinase"
"ILMN_1696767"	"0.995"	"0.0958"	"2.10045"	"SERP2"	"stress-associated endoplasmic reticulum protein family member 2"
"ILMN_1838238"	"0.995"	"0.095839"	"2.10016"	""	""
"ILMN_1870658"	"0.995"	"0.095859"	"2.10001"	"TMED4"	"transmembrane p24 trafficking protein 4"
"ILMN_3305614"	"0.995"	"0.095915"	"2.0996"	""	""
"ILMN_2368530"	"0.995"	"0.095925"	"2.09952"	"IL32"	"interleukin 32"
"ILMN_1801156"	"0.995"	"0.095965"	"2.09923"	"RLF"	"rearranged L-myc fusion"
"ILMN_3238570"	"0.995"	"0.095998"	"2.09898"	"EIF3CL"	"eukaryotic translation initiation factor 3 subunit C-like"
"ILMN_3235254"	"0.995"	"0.096006"	"2.09892"	""	""
"ILMN_1723439"	"0.995"	"0.096007"	"2.09891"	"ZYG11A"	"zyg-11 family member A, cell cycle regulator"
"ILMN_1750225"	"0.995"	"0.096039"	"2.09867"	"MYCT1"	"myc target 1"
"ILMN_1722070"	"0.995"	"0.096043"	"2.09865"	"APOC3"	"apolipoprotein C3"
"ILMN_1795846"	"0.995"	"0.096065"	"2.09848"	"PPP2R5C"	"protein phosphatase 2 regulatory subunit B'gamma"
"ILMN_1728663"	"0.995"	"0.096089"	"2.09831"	"IL17RD"	"interleukin 17 receptor D"
"ILMN_1776956"	"0.995"	"0.096125"	"2.09803"	""	""
"ILMN_1801639"	"0.995"	"0.096142"	"2.09791"	"IARS"	"isoleucyl-tRNA synthetase"
"ILMN_1801795"	"0.995"	"0.096232"	"2.09724"	""	""
